text,cleaned_text,tokenized_and_lemmatized,sentiment
"It absolutely is different.  Do you believe Israel has the right to exist?  The river to sea slogan dates back to the 60s and is/was a call for the destruction of Israel.  The PLO who coined the term says it is a cal to remove Jews. Also, Hamas has used it as a call for the destruction of Israel. This isn’t just me saying it might mean that.  It is origin of the saying and the people who currently using it saying it.",It absolutely is different Do you believe Israel has the right to exist The river to sea slogan dates back to the 60s and is was a call for the destruction of Israel The PLO who coined the term says it is a cal to remove Jews Also Hamas has used it as a call for the destruction of Israel This isn t just me saying it might mean that It is origin of the saying and the people who currently using it saying it,absolutely different believe israel right exist river sea slogan date back call destruction israel plo coined term say cal remove jew also hamas used call destruction israel saying might mean origin saying people currently using saying,Negative
Hamas and Gazans are surrendering  Your precious Iranian and UN proxies are losing their war against life  bH,Hamas and Gazans are surrendering Your precious Iranian and UN proxies are losing their war against life bH,hamas gazans surrendering precious iranian un proxy losing war life bh,Negative
We got video!!! The eye cannot unsee the atrocities of hamas who handed the hostages to the Gazan Palestinian people!!! Naked raped dead girls not woman paraded in gaza and they were jumping with jubilee!!!,We got video The eye cannot unsee the atrocities of hamas who handed the hostages to the Gazan Palestinian people Naked raped dead girls not woman paraded in gaza and they were jumping with jubilee,got video eye unsee atrocity hamas handed hostage gazan palestinian people naked raped dead girl woman paraded gaza jumping jubilee,Negative
Along with the violent eliminationist rhetoric and acts by the “resistance” is the industrial scale gaslighting. Nobody does it as well as Mehdi.   My 16-year-old cousin was murdered by Hamas during the Second Intifada. I guess I must have imagined it. Mehdi knows best.,Along with the violent eliminationist rhetoric and acts by the resistance is the industrial scale gaslighting Nobody does it as well as Mehdi My 16 year old cousin was murdered by Hamas during the Second Intifada I guess I must have imagined it Mehdi knows best,along violent eliminationist rhetoric act resistance industrial scale gaslighting nobody well mehdi year old cousin murdered hamas second intifada guess must imagined mehdi know best,Negative
World leaders have NO idea how they are traumatising the world - their people - by supporting #netanyahou_biden_are_terrorists_and_war_criminals  destroying the Palestinian people. They are deluded if they think this will not come back on them at some time in the future #auspol,World leaders have NO idea how they are traumatising the world their people by supporting netanya hou biden are terrorists and war criminals destroying the Palestinian people They are deluded if they think this will not come back on them at some time in the future a us pol,world leader idea traumatising world people supporting netanya hou biden terrorist war criminal destroying palestinian people deluded think come back time future u pol,Negative
Here are some Irish protesting in front of the Irish Parliament on behalf of Palestinians/Hamas who surrendered to the IDF. Please share widely and show them how pathetically stupid they are.,Here are some Irish protesting in front of the Irish Parliament on behalf of Palestinians Hamas who surrendered to the IDF Please share widely and show them how pathetically stupid they are,irish protesting front irish parliament behalf palestinian hamas surrendered idf please share widely show pathetically stupid,Negative
#IsraeliTerroristState #CeasefireInGazaNowPermanently #netanyahou_biden_are_terrorists_and_war_criminals,israeli terrorist state ceasefire in gaza now permanently netanya hou biden are terrorists and war criminals,israeli terrorist state ceasefire gaza permanently netanya hou biden terrorist war criminal,Negative
#gazaholocaust #IsraelTerorrist #HamasNotTerrorist #HamasLegalResistance #Netanyahou_A_criminal_of_war #netanyahou_biden_are_terrorists_and_war_criminals #IsraelFightHumanity #IsraelLiesPeopleDie #Israel_New_Nazism #IsraelIsATerroristState,gaza holocaust israel ter or rist hamas not terrorist hamas legal resistance netanya hou a criminal of war netanya hou biden are terrorists and war criminals israel fight humanity israel lies people die israel new nazism israel is a terrorist state,gaza holocaust israel ter rist hamas terrorist hamas legal resistance netanya hou criminal war netanya hou biden terrorist war criminal israel fight humanity israel lie people die israel new nazism israel terrorist state,Negative
"Creating a Palestinian state, like Israel has offered in the past, is vital for lasting peace.   While Israel's current stance against negotiations until Hamas is destroyed is understandable, recognizing the necessity of a two-state solution is crucial for enduring peace.",Creating a Palestinian state like Israel has offered in the past is vital for lasting peace While Israel s current stance against negotiations until Hamas is destroyed is understandable recognizing the necessity of a two state solution is crucial for enduring peace,creating palestinian state like israel offered past vital lasting peace israel current stance negotiation hamas destroyed understandable recognizing necessity two state solution crucial enduring peace,Positive
"#defundUNRWA  UNRWA is Hamas, Hamas is UNRWA",de fund unrwa UNRWA is Hamas Hamas is UNRWA,de fund unrwa unrwa hamas hamas unrwa,Neutral
@Israel killing #Jews blaming #Hamas and bombing Palestinian children in #Gaza #shameless,Israel killing jews blaming hamas and bombing Palestinian children in gaza shameless,israel killing jew blaming hamas bombing palestinian child gaza shameless,Negative
Already Hamas alqhuds brigade and other resistance organisetions rejected ceasefire। before the not clear they lands clear from zayunis 🤔🤔,Already Hamas alqhuds brigade and other resistance organisetions rejected ceasefire before the not clear they lands clear from zayunis,already hamas alqhuds brigade resistance organisetions rejected ceasefire clear land clear zayunis,Positive
